Current_epoch,Train_loss,Validation_loss
65, 0.7798618078231812, 0.7261476516723633
66, 0.7750415802001953, 0.7506184577941895
67, 0.7761264443397522, 0.7096544504165649
68, 0.7719958424568176, 0.694995641708374
69, 0.7690411806106567, 0.6967503428459167
70, 0.7659599781036377, 0.691364586353302
71, 0.7572510838508606, 0.7098997831344604
72, 0.7576706409454346, 0.6716927289962769
73, 0.7518987655639648, 0.6855888962745667
74, 0.7476366758346558, 0.6765770316123962
75, 0.7470254302024841, 0.68096923828125
76, 0.744214653968811, 0.6993322968482971
77, 0.7404930591583252, 0.6655376553535461
78, 0.7323927879333496, 0.6616911888122559
79, 0.7303495407104492, 0.695026695728302
80, 0.7305170893669128, 0.6877833604812622
81, 0.7237125635147095, 0.6739837527275085
82, 0.7234212756156921, 0.6297042965888977
83, 0.7215063571929932, 0.621738076210022
84, 0.7144842147827148, 0.639560341835022
85, 0.7154499292373657, 0.6563432216644287
86, 0.7089119553565979, 0.8173970580101013
87, 0.6990298628807068, 0.6101663708686829
88, 0.6972245573997498, 0.6287639737129211
89, 0.6916701197624207, 0.6276049613952637
90, 0.6851913928985596, 0.6272213459014893
91, 0.6893563270568848, 0.6395444273948669
92, 0.6849948763847351, 0.6233693957328796
93, 0.6840760111808777, 0.6002700328826904
94, 0.6701202988624573, 0.6319133639335632
95, 0.6721782684326172, 0.6059584021568298
96, 0.66904217004776, 0.5987733602523804
97, 0.6538363099098206, 0.6275684237480164
98, 0.6535773277282715, 0.5996942520141602
99, 0.6614984273910522, 0.6101852059364319
100, 0.6473367214202881, 0.5763625502586365
101, 0.6435007452964783, 0.5625450015068054
102, 0.6462786197662354, 0.5933644771575928
103, 0.64630526304245, 0.6455290913581848
104, 0.6355619430541992, 0.5920737981796265
105, 0.628331184387207, 0.619439959526062
106, 0.630757212638855, 0.628132700920105
107, 0.6194413900375366, 0.5320084691047668
108, 0.625819981098175, 0.6298593878746033
109, 0.6167356967926025, 0.5796352624893188
110, 0.6066389679908752, 0.5442427396774292
111, 0.6051832437515259, 0.586304247379303
112, 0.610545814037323, 0.5725723505020142
113, 0.6138299703598022, 0.5722994208335876
114, 0.591537356376648, 0.571894109249115
115, 0.6019919514656067, 0.5397204160690308
116, 0.5790120959281921, 0.5644387006759644
117, 0.5809555649757385, 0.5879645943641663
118, 0.5792205929756165, 0.5813315510749817
119, 0.5743706226348877, 0.5673921704292297
120, 0.5661013722419739, 0.5847172737121582
121, 0.5626783967018127, 0.5559294819831848
122, 0.5517557263374329, 0.5696755647659302
123, 0.5533360838890076, 0.5993943810462952
124, 0.5466850399971008, 0.5368564128875732
125, 0.5482929944992065, 0.9966623187065125
126, 0.5348495841026306, 0.5469111800193787
127, 0.5271918773651123, 0.563127875328064
128, 0.5263727903366089, 0.5368767976760864
129, 0.5320982336997986, 0.5264818072319031
130, 0.5236255526542664, 0.5408014059066772
131, 0.5136939287185669, 0.5723806023597717
132, 0.5221647620201111, 0.5213150382041931
133, 0.5354382395744324, 0.5953383445739746
134, 0.5003889203071594, 0.5318031311035156
135, 0.48714831471443176, 0.5226190686225891
136, 0.49230414628982544, 0.4837917387485504
137, 0.49115362763404846, 0.6345272660255432
138, 0.498099684715271, 0.5432272553443909
139, 0.4787714183330536, 0.48922064900398254
140, 0.47538048028945923, 0.4760141968727112
141, 0.4818037450313568, 0.5342279076576233
142, 0.48260223865509033, 0.5357546806335449
143, 0.4806344211101532, 0.4761495590209961
144, 0.484565794467926, 0.9996292591094971
145, 0.46788889169692993, 0.4796522557735443
146, 0.4587665796279907, 0.5616545677185059
147, 0.4617481529712677, 0.5218273997306824
148, 0.44958898425102234, 0.5294133424758911
149, 0.469639390707016, 0.5049360394477844
150, 0.44710439443588257, 0.466863214969635
151, 0.4502081274986267, 0.49951186776161194
152, 0.4388631582260132, 0.608454167842865
153, 0.4218587577342987, 0.5043540596961975
154, 0.4285440146923065, 0.47714200615882874
155, 0.445029079914093, 0.988744854927063
156, 0.4370604157447815, 0.5356122851371765
157, 0.429497092962265, 0.5012196898460388
158, 0.41935333609580994, 0.48361581563949585
159, 0.41998323798179626, 0.45836716890335083
160, 0.40685439109802246, 0.5735565423965454
161, 0.4069973826408386, 0.5617214441299438
162, 0.4047604501247406, 0.4984229803085327
163, 0.3958849012851715, 0.6425416469573975
164, 0.39912477135658264, 0.548408031463623
165, 0.4022195041179657, 0.4802369773387909
166, 0.3733866214752197, 0.5060635805130005
167, 0.4055420756340027, 0.599493145942688
168, 0.38895753026008606, 0.9832260012626648
169, 0.37332284450531006, 0.5439525246620178
170, 0.3841480314731598, 0.44393035769462585
171, 0.3778790533542633, 0.5668540596961975
172, 0.3793833255767822, 0.5446890592575073
173, 0.3746079206466675, 0.8185606002807617
174, 0.3887327015399933, 0.5892559885978699
175, 0.37345820665359497, 0.5703467130661011
176, 0.3779231905937195, 0.43843716382980347
177, 0.37329575419425964, 0.6603585481643677
178, 0.3456110954284668, 0.5102352499961853
179, 0.3426334857940674, 0.9527468681335449
180, 0.3775447607040405, 0.7795333862304688
181, 0.3445187211036682, 0.5237367153167725
182, 0.3383503556251526, 0.44769012928009033
183, 0.3461146056652069, 0.8509901762008667
184, 0.33723562955856323, 0.677452027797699
185, 0.333625465631485, 0.4955269992351532
186, 0.3466451168060303, 0.509101390838623
187, 0.3710649907588959, 0.7094235420227051
188, 0.3643106520175934, 0.4779696464538574
189, 0.33654531836509705, 0.6259512305259705
190, 0.31692278385162354, 0.5077500343322754
191, 0.3334963023662567, 0.753335177898407
192, 0.30867114663124084, 0.5352310538291931
193, 0.33289089798927307, 0.42950913310050964
194, 0.3284881114959717, 0.494186133146286
195, 0.31580033898353577, 0.7092848420143127
196, 0.3400917053222656, 0.4529983401298523
197, 0.3358977735042572, 0.6818170547485352
198, 0.3244299590587616, 0.5793927907943726
199, 0.3563693165779114, 0.6082162857055664
200, 0.3207217752933502, 0.9965193271636963
